Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,"9,58,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,21.56 km/litre,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650 mm,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,With Remote Internal,510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,Yes,2,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,Yes,,,,,
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,"9,97,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,195/55R16,195/55R16,Electric Power,All Windows,,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650 mm,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal With Remote,510 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,With Remote Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,,,,,Yes,Yes,,,Yes,,,,,
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,"9,80,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2650 mm,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,With Remote Internal,510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Cup Holders,,Yes,,,,,Yes,,,,,,,Yes,,,,,
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,"10,58,688",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2650 mm,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,With Remote Internal,510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,,2,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Cup Holders,,Yes,,,,,Yes,,,,,,,Yes,,,,,
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,"10,98,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,195/55R16,195/55R16,Electric Power,All Windows,,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,2,5,Leather,Automatic,2650 mm,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal With Remote,510 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,With Remote Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,Yes,2,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,,,,,Yes,,,Yes,Yes,,,Yes,,,,,
Maruti Suzuki,Ciaz,1.5L Alpha,"11,38,189",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,26.82 km/litre,,26.82 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,,,195/55R16,195/55R16,Electric Power,All Windows,,Remote,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650 mm,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal With Remote,510 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,With Remote Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,Normal,Yes,,,,Yes,,Yes,Yes,Yes,All Rows,1590 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,Yes,2,,Rake Reach,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,,,,Yes,Yes,,,Yes,Yes,,,Yes,1,,,,
Maruti Suzuki,Ciaz,1.5L Delta,"9,97,689",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,26032 km/litre,,26.32 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2650 mm,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal With Remote,510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,,All Rows,1590 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,Yes,2,,Rake Reach,,,Rear sensors,,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,Yes,1,,,,
Maruti Suzuki,Ciaz,1.5L Zeta,"11,09,189",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,26.32 km/litre,,26.32 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2650 mm,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,With Remote Internal,510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,Yes,,,Normal,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,All Rows,1590 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,Yes,2,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,,,,Yes,Yes,,,,Yes,,,Yes,,,,,
Skoda,Rapid,1.6 Mpi Ambition,"9,98,599",1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal With Remote,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1680 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,
Skoda,Rapid,1.5 Tdi Cr Active,"10,06,139",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,14.5 km/litre,21.13 km/litre,21.13 km/litre,,1210 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2552 mm,185/60R15,,Yes,Not on offer,,,3 years / Unlimited Kms,,With Remote Internal,460 litres,,Yes,Yes,,Front & Rear,,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog,Yes,5.3 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1750 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,Yes,2,,Rake Reach,,,Yes,Yes,,,,Yes,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
Skoda,Rapid,1.6 Mpi Active,"8,81,916",1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2552 mm,185/60R15,,Yes,Not on offer,,,3 years / Unlimited Kms,,With Remote Internal,460 litres,,Yes,Yes,,Front & Rear,,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog,Yes,5.3 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1680 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,,2,,Reach Rake,,,Yes,Yes,,,,Yes,,,,,,,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,
Skoda,Rapid,1.5 Tdi Cr Ambition,"11,29,599",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,14.5 km/litre,21.13 km/litre,21.13 km/litre,,1210 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,With Remote Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1750 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,Yes,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,,,,Yes,Yes,,,Yes,,,,,,,,,
Skoda,Rapid,1.5 Tdi Cr Ambition At,"12,49,599",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,14.5 km/litre,21.72 km/litre,21.72 km/litre,,1228 kg,7,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,With Remote Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1770 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,Yes,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,Yes,,,,Yes,,,,Yes,,,,,,,,,
Skoda,Rapid,1.6 Mpi Style At,"12,43,599",1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,,1187 kg,7,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552 mm,185/60R15,,Yes,Not on offer,Yes,Yes,3 years / Unlimited Kms,Yes,With Remote Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1710 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,Yes,,,,,
Skoda,Rapid,1.5 Tdi Cr Style At,"13,99,599",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,18 km/litre,21.72 km/litre,21.72 km/litre,,1228 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,With Remote Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1770 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,Yes,2,,Rake Reach,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,Yes,,,,,
Skoda,Rapid,1.5 Tdi Cr Style,"12,73,599",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,18 km/litre,21.13 km/litre,21.13 km/litre,,1210 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,With Remote Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1750 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,Yes,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,,,,Yes,,,,,
Skoda,Rapid,1.6 Mpi Style,"11,15,599",1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,With Remote Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1680 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,Yes,,,,,
Skoda,Rapid,1.6 Mpi Ambition At,"9,99,599",1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,,1187 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal With Remote,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1710 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,
Skoda,Rapid,Onyx Mt Petrol,"9,75,599",1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,With Remote Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1680 kg,Driver frontal airbag Front passenger frontal airbag,Yes,,Yes,,2,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,,Yes,,,,Yes,,,,,
